Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V
,2,1180,1180,
,0,1181,1181,
,1,1182,1182,
,2,1183,1183,
,3,1184,1184,
,0,1185,1185,
,0,1186,1186,
,2,1187,1187,
,0,1188,1188,
,0,1189,1189,
,1,1190,1190,
,1,1191,1191,
,1,1192,1192,
,0,1193,1193,
,2,1194,1194,
,1,1195,1195,
,1,1196,1196,
,1,1197,1197,
,0,1198,1198,
,1,1199,1199,
,2,1200,1200,
,2,1201,1201,
,0,1202,1202,
,0,1203,1203,
,0,1204,1204,
,0,1205,1205,
,1,1206,1206,
,2,1207,1207,
,1,1208,1208,
,1,1209,1209,
,0,1210,1210,
,1,1211,1211,
,1,1212,1212,
,0,1213,1213,
,0,1214,1214,
,1,1215,1215,
,1,1216,1216,
,1,1217,1217,
,3,1218,1218,
,0,1219,1219,
,2,1220,1220,
,1,1221,1221,
,1,1222,1222,
,0,1223,1223,
,1,1224,1224,
,0,1225,1225,
,2,1226,1226,
,0,1227,1227,
,0,1228,1228,
,1,1229,1229,
,1,1230,1230,
,1,1231,1231,
,1,1232,1232,
,1,1233,1233,
,1,1234,1234,
,1,1235,1235,
,1,1236,1236,
,1,1237,1237,
,0,1238,1238,
,2,1239,1239,
,0,1240,1240,
,1,1241,1241,
,0,1242,1242,
,2,1243,1243,
,0,1244,1244,
,1,1245,1245,
,1,1246,1246,
,1,1247,1247,
,0,1248,1248,
,3,1249,1249,
,3,1250,1250,
,1,1251,1251,
,1,1252,1252,
,1,1253,1253,
,0,1254,1254,
,0,1255,1255,
,3,1256,1256,
,1,1257,1257,
,1,1258,1258,
,1,1259,1259,
,1,1260,1260,
,0,1261,1261,
,2,1262,1262,
,3,1263,1263,
,1,1264,1264,
,0,1265,1265,
,1,1266,1266,
,2,1267,1267,
,2,1268,1268,
,0,1269,1269,
,2,1270,1270,
,0,1271,1271,
,1,1272,1272,
,1,1273,1273,
,1,1274,1274,
,1,1275,1275,
,1,1276,1276,
,0,1277,1277,
,0,1278,1278,
,3,1279,1279,
,0,1280,1280,
,0,1281,1281,
,1,1282,1282,
,2,1283,1283,
,1,1284,1284,
,1,1285,1285,
,0,1286,1286,
,1,1287,1287,
,1,1288,1288,
,1,1289,1289,
,1,1290,1290,
,0,1291,1291,
,0,1292,1292,
,0,1293,1293,
,0,1294,1294,
,3,1295,1295,
,0,1296,1296,
,0,1297,1297,
,0,1298,1298,
,2,1299,1299,
,1,1300,1300,
,1,1301,1301,
,1,1302,1302,
,1,1303,1303,
,0,1304,1304,
,2,1305,1305,
,1,1306,1306,
,0,1307,1307,
,0,1308,1308,
,3,1309,1309,
,1,1310,1310,
,0,1311,1311,
,1,1312,1312,
,2,1313,1313,
,1,1314,1314,
,0,1315,1315,
,0,1316,1316,
,0,1317,1317,
,2,1318,1318,
,0,1319,1319,
,0,1320,1320,
,1,1321,1321,
,1,1322,1322,
,0,1323,1323,
,0,1324,1324,
,0,1325,1325,
,1,1326,1326,
,0,1327,1327,
,1,1328,1328,
,2,1329,1329,
,0,1330,1330,
,1,1331,1331,
,2,1332,1332,
,0,1333,1333,
,1,1334,1334,
,0,1335,1335,
,3,1336,1336,
,1,1337,1337,
,4,1338,1338,
,0,1339,1339,
,0,1340,1340,
,2,1341,1341,
,0,1342,1342,
,0,1343,1343,
,1,1344,1344,
,2,1345,1345,
,1,1346,1346,
,1,1347,1347,
,2,1348,1348,
,2,1349,1349,
,0,1350,1350,
,0,1351,1351,
,0,1352,1352,
,0,1353,1353,
,0,1354,1354,
,0,1355,1355,
,0,1356,1356,
,2,1357,1357,
,3,1358,1358,
,0,1359,1359,
,2,1360,1360,
,1,1361,1361,
,1,1362,1362,
,1,1363,1363,
,1,1364,1364,
,0,1365,1365,
,3,1366,1366,
,0,1367,1367,
,0,1368,1368,
,1,1369,1369,
,1,1370,1370,
,0,1371,1371,
,4,1372,1372,
,3,1373,1373,
,0,1374,1374,
,0,1375,1375,
,1,1376,1376,
,1,1377,1377,
,0,1378,1378,
,1,1379,1379,
,1,1380,1380,
,1,1381,1381,
,2,1382,1382,
,2,1383,1383,
,0,1384,1384,
,2,1385,1385,
,0,1386,1386,
,0,1387,1387,
,1,1388,1388,
,0,1389,1389,
,1,1390,1390,
,2,1391,1391,
,2,1392,1392,
,0,1393,1393,
,1,1394,1394,
,0,1395,1395,
,0,1396,1396,
,1,1397,1397,
,0,1398,1398,
,0,1399,1399,
,1,1400,1400,
,1,1401,1401,
,0,1402,1402,
,0,1403,1403,
,2,1404,1404,
,0,1405,1405,
,2,1406,1406,
,0,1407,1407,
,1,1408,1408,
,1,1409,1409,
,1,1410,1410,
,0,1411,1411,
,1,1412,1412,
,0,1413,1413,
,0,1414,1414,
,0,1415,1415,
,0,1416,1416,
,3,1417,1417,
,1,1418,1418,
,2,1419,1419,
,2,1420,1420,
,0,1421,1421,
,0,1422,1422,
,1,1423,1423,
,0,1424,1424,
,1,1425,1425,
,1,1426,1426,
,0,1427,1427,
,0,1428,1428,
,3,1429,1429,
,2,1430,1430,
,1,1431,1431,
,0,1432,1432,
,0,1433,1433,
,0,1434,1434,
,3,1435,1435,
,2,1436,1436,
,2,1437,1437,
,0,1438,1438,
,0,1439,1439,
,2,1440,1440,
,3,1441,1441,
,0,1442,1442,
,1,1443,1443,
,1,1444,1444,
,1,1445,1445,
,1,1446,1446,
,0,1447,1447,
,0,1448,1448,
,1,1449,1449,
,1,1450,1450,
,3,1451,1451,
,1,1452,1452,
,1,1453,1453,
,0,1454,1454,
,2,1455,1455,
,0,1456,1456,
,1,1457,1457,
,0,1458,1458,
,0,1459,1459,
,0,1460,1460,
,2,1461,1461,
,1,1462,1462,
,1,1463,1463,
,1,1464,1464,
,0,1465,1465,
,1,1466,1466,
,2,1467,1467,
,1,1468,1468,
,1,1469,1469,
,1,1470,1470,
,1,1471,1471,
,0,1472,1472,
,3,1473,1473,
,1,1474,1474,
,0,1475,1475,
,0,1476,1476,
,1,1477,1477,
,0,1478,1478,
,1,1479,1479,
,1,1480,1480,
,0,1481,1481,
,0,1482,1482,
,0,1483,1483,
,1,1484,1484,
,1,1485,1485,
,3,1486,1486,
,2,1487,1487,
,1,1488,1488,
,1,1489,1489,
,1,1490,1490,
,4,1491,1491,
,0,1492,1492,
,1,1493,1493,
,3,1494,1494,
,2,1495,1495,
,2,1496,1496,
,0,1497,1497,
,1,1498,1498,
,0,1499,1499,
,0,1500,1500,
,1,1501,1501,
,1,1502,1502,
,2,1503,1503,
,1,1504,1504,
,0,1505,1505,
,1,1506,1506,
,0,1507,1507,
,1,1508,1508,
,0,1509,1509,
,1,1510,1510,
,1,1511,1511,
,3,1512,1512,
,2,1513,1513,
,2,1514,1514,
,0,1515,1515,
,0,1516,1516,
,0,1517,1517,
,0,1518,1518,
,2,1519,1519,
,2,1520,1520,
,1,1521,1521,
,1,1522,1522,
,2,1523,1523,
,0,1524,1524,
,0,1525,1525,
,2,1526,1526,
,0,1527,1527,
,1,1528,1528,
,1,1529,1529,
,0,1530,1530,
,0,1531,1531,
,0,1532,1532,
,0,1533,1533,
,1,1534,1534,
,2,1535,1535,
,0,1536,1536,
,3,1537,1537,
,0,1538,1538,
,1,1539,1539,
,1,1540,1540,
,0,1541,1541,
,2,1542,1542,
,0,1543,1543,
,2,1544,1544,
,1,1545,1545,
,1,1546,1546,
,0,1547,1547,
,2,1548,1548,
,0,1549,1549,
,0,1550,1550,
,2,1551,1551,
,0,1552,1552,
,1,1553,1553,
,2,1554,1554,
,2,1555,1555,
,1,1556,1556,
,1,1557,1557,
,0,1558,1558,
,0,1559,1559,
,1,1560,1560,
,1,1561,1561,
,1,1562,1562,
,0,1563,1563,
,2,1564,1564,
,2,1565,1565,
,2,1566,1566,
,1,1567,1567,
,1,1568,1568,
,3,1569,1569,
,0,1570,1570,
,1,1571,1571,
,1,1572,1572,
,1,1573,1573,
,1,1574,1574,
,1,1575,1575,
,1,1576,1576,
,0,1577,1577,
,1,1578,1578,
,0,1579,1579,
,0,1580,1580,
,0,1581,1581,
,0,1582,1582,
,0,1583,1583,
,2,1584,1584,
,1,1585,1585,
,1,1586,1586,
,1,1587,1587,
,1,1588,1588,
,0,1589,1589,
,1,1590,1590,
,0,1591,1591,
,0,1592,1592,
,1,1593,1593,
,0,1594,1594,
,2,1595,1595,
,0,1596,1596,
,0,1597,1597,
,0,1598,1598,
,0,1599,1599,
,0,1600,1600,
,0,1601,1601,
,0,1602,1602,
,0,1603,1603,
,1,1604,1604,
,1,1605,1605,
,1,1606,1606,
,4,1607,1607,
,2,1608,1608,
,0,1609,1609,
,0,1610,1610,
,1,1611,1611,
,1,1612,1612,
,0,1613,1613,
,2,1614,1614,
,1,1615,1615,
,1,1616,1616,
,0,1617,1617,
,2,1618,1618,
,2,1619,1619,
,0,1620,1620,
,2,1621,1621,
,0,1622,1622,
,1,1623,1623,
,0,1624,1624,
,2,1625,1625,
,0,1626,1626,
,0,1627,1627,
,0,1628,1628,
,1,1629,1629,
,3,1630,1630,
,1,1631,1631,
,2,1632,1632,
,0,1633,1633,
,2,1634,1634,
,2,1635,1635,
,0,1636,1636,
,0,1637,1637,
,1,1638,1638,
,0,1639,1639,
,2,1640,1640,
,0,1641,1641,
,1,1642,1642,
,1,1643,1643,
,0,1644,1644,
,1,1645,1645,
,1,1646,1646,
,0,1647,1647,
,0,1648,1648,
,1,1649,1649,
,0,1650,1650,
,1,1651,1651,
,1,1652,1652,
,0,1653,1653,
,1,1654,1654,
,0,1655,1655,
,0,1656,1656,
,3,1657,1657,
,0,1658,1658,
,1,1659,1659,
,0,1660,1660,
,0,1661,1661,
,0,1662,1662,
,0,1663,1663,
,0,1664,1664,
,0,1665,1665,
,1,1666,1666,
,2,1667,1667,
,1,1668,1668,
,2,1669,1669,
,0,1670,1670,
,2,1671,1671,
,2,1672,1672,
,0,1673,1673,
,0,1674,1674,
,1,1675,1675,
,0,1676,1676,
,0,1677,1677,
,0,1678,1678,
,0,1679,1679,
,1,1680,1680,
,1,1681,1681,
,0,1682,1682,
,1,1683,1683,
,1,1684,1684,
,2,1685,1685,
,1,1686,1686,
,0,1687,1687,
,0,1688,1688,
,0,1689,1689,
,1,1690,1690,
,1,1691,1691,
,2,1692,1692,
,0,1693,1693,
,0,1694,1694,
,0,1695,1695,
,1,1696,1696,
,2,1697,1697,
,0,1698,1698,
,3,1699,1699,
,0,1700,1700,
,2,1701,1701,
,1,1702,1702,
,0,1703,1703,
,0,1704,1704,
,0,1705,1705,
,2,1706,1706,
,0,1707,1707,
,0,1708,1708,
,0,1709,1709,
,0,1710,1710,
,1,1711,1711,
,0,1712,1712,
,0,1713,1713,
,1,1714,1714,
,1,1715,1715,
,0,1716,1716,
,0,1717,1717,
,0,1718,1718,
,1,1719,1719,
,1,1720,1720,
,1,1721,1721,
,0,1722,1722,
,0,1723,1723,
,0,1724,1724,
,0,1725,1725,
,0,1726,1726,
,1,1727,1727,
,2,1728,1728,
,0,1729,1729,
,0,1730,1730,
,1,1731,1731,
,3,1732,1732,
,1,1733,1733,
,2,1734,1734,
,2,1735,1735,
,0,1736,1736,
,0,1737,1737,
,0,1738,1738,
,0,1739,1739,
,2,1740,1740,
,1,1741,1741,
,0,1742,1742,
,0,1743,1743,
,0,1744,1744,
,4,1745,1745,
,0,1746,1746,
,1,1747,1747,
,0,1748,1748,
,2,1749,1749,
,1,1750,1750,
,2,1751,1751,
,1,1752,1752,
,0,1753,1753,
,1,1754,1754,
,0,1755,1755,
,1,1756,1756,
,1,1757,1757,
,1,1758,1758,
,1,1759,1759,
,0,1760,1760,
,0,1761,1761,
,0,1762,1762,
,0,1763,1763,
,2,1764,1764,
,1,1765,1765,
,0,1766,1766,
,1,1767,1767,
,1,1768,1768,
,2,1769,1769,
,1,1770,1770,
,2,1771,1771,
,0,1772,1772,
,1,1773,1773,
,1,1774,1774,
,1,1775,1775,
,1,1776,1776,
,0,1777,1777,
,1,1778,1778,
,0,1779,1779,
,1,1780,1780,
,0,1781,1781,
,1,1782,1782,
,0,1783,1783,
,2,1784,1784,
,0,1785,1785,
,0,1786,1786,
,1,1787,1787,
,1,1788,1788,
,0,1789,1789,
,0,1790,1790,
,0,1791,1791,
,1,1792,1792,
,1,1793,1793,
,1,1794,1794,
,0,1795,1795,
,1,1796,1796,
,0,1797,1797,
,2,1798,1798,
,1,1799,1799,
,0,1800,1800,
,1,1801,1801,
,1,1802,1802,
,1,1803,1803,
,0,1804,1804,
,1,1805,1805,
,0,1806,1806,
,0,1807,1807,
,1,1808,1808,
,1,1809,1809,
,1,1810,1810,
,1,1811,1811,
,1,1812,1812,
,1,1813,1813,
,3,1814,1814,
,1,1815,1815,
,1,1816,1816,
,0,1817,1817,
,1,1818,1818,
,0,1819,1819,
,1,1820,1820,
,0,1821,1821,
,3,1822,1822,
,1,1823,1823,
,1,1824,1824,
,0,1825,1825,
,2,1826,1826,
,3,1827,1827,
,1,1828,1828,
,2,1829,1829,
,2,1830,1830,
,4,1831,1831,
,1,1832,1832,
,1,1833,1833,
,1,1834,1834,
,1,1835,1835,
,0,1836,1836,
,0,1837,1837,
,0,1838,1838,
,0,1839,1839,
,0,1840,1840,
,0,1841,1841,
,0,1842,1842,
,0,1843,1843,
,0,1844,1844,
,2,1845,1845,
,2,1846,1846,
,0,1847,1847,
,1,1848,1848,
,1,1849,1849,
,1,1850,1850,
,1,1851,1851,
,1,1852,1852,
,2,1853,1853,
,1,1854,1854,
,1,1855,1855,
,2,1856,1856,
,0,1857,1857,
,2,1858,1858,
,0,1859,1859,
,1,1860,1860,
,1,1861,1861,
,0,1862,1862,
,0,1863,1863,
,0,1864,1864,
,2,1865,1865,
,1,1866,1866,
,2,1867,1867,
,2,1868,1868,
,0,1869,1869,
,1,1870,1870,
,1,1871,1871,
,0,1872,1872,
,1,1873,1873,
,1,1874,1874,
,2,1875,1875,
,2,1876,1876,
,0,1877,1877,
,0,1878,1878,
,1,1879,1879,
,0,1880,1880,
,0,1881,1881,
,1,1882,1882,
,1,1883,1883,
,0,1884,1884,
,1,1885,1885,
,1,1886,1886,
,1,1887,1887,
,1,1888,1888,
,0,1889,1889,
,3,1890,1890,
,1,1891,1891,
,0,1892,1892,
,1,1893,1893,
,0,1894,1894,
,2,1895,1895,
,0,1896,1896,
,0,1897,1897,
,0,1898,1898,
,1,1899,1899,
,1,1900,1900,
,2,1901,1901,
,1,1902,1902,
,0,1903,1903,
,0,1904,1904,
,0,1905,1905,
,0,1906,1906,
,1,1907,1907,
,1,1908,1908,
,0,1909,1909,
,1,1910,1910,
,2,1911,1911,
,0,1912,1912,
,0,1913,1913,
,3,1914,1914,
,1,1915,1915,
,0,1916,1916,
,0,1917,1917,
,0,1918,1918,
,2,1919,1919,
,0,1920,1920,
,0,1921,1921,
,1,1922,1922,
,0,1923,1923,
,2,1924,1924,
,0,1925,1925,
,1,1926,1926,
,0,1927,1927,
,3,1928,1928,
,1,1929,1929,
,1,1930,1930,
,3,1931,1931,
,0,1932,1932,
,0,1933,1933,
,1,1934,1934,
,1,1935,1935,
,2,1936,1936,
,1,1937,1937,
,0,1938,1938,
,0,1939,1939,
,0,1940,1940,
,0,1941,1941,
,0,1942,1942,
,0,1943,1943,
,1,1944,1944,
,0,1945,1945,
,0,1946,1946,
,0,1947,1947,
,2,1948,1948,
,0,1949,1949,
,0,1950,1950,
,1,1951,1951,
,0,1952,1952,
,1,1953,1953,
,0,1954,1954,
,0,1955,1955,
,1,1956,1956,
,1,1957,1957,
,2,1958,1958,
,1,1959,1959,
,3,1960,1960,
,0,1961,1961,
,1,1962,1962,
,1,1963,1963,
,1,1964,1964,
,2,1965,1965,
,1,1966,1966,
,0,1967,1967,
,1,1968,1968,
,0,1969,1969,
,1,1970,1970,
,0,1971,1971,
,0,1972,1972,
,2,1973,1973,
,0,1974,1974,
,1,1975,1975,
,1,1976,1976,
,2,1977,1977,
,1,1978,1978,
,0,1979,1979,
,0,1980,1980,
,0,1981,1981,
,0,1982,1982,
,0,1983,1983,
,0,1984,1984,
,2,1985,1985,
,0,1986,1986,
,1,1987,1987,
,1,1988,1988,
,2,1989,1989,
,0,1990,1990,
,2,1991,1991,
,1,1992,1992,
,1,1993,1993,
,0,1994,1994,
,0,1995,1995,
,1,1996,1996,
,1,1997,1997,
,0,1998,1998,
,0,1999,1999,
,0,2000,2000,
,1,2001,2001,
,1,2002,2002,
,1,2003,2003,
,1,2004,2004,
,1,2005,2005,
,0,2006,2006,
,0,2007,2007,
,0,2008,2008,
,0,2009,2009,
,1,2010,2010,
,0,2011,2011,
,0,2012,2012,
,1,2013,2013,
,0,2014,2014,
,0,2015,2015,
,0,2016,2016,
,0,2017,2017,
,3,2018,2018,
,0,2019,2019,
,1,2020,2020,
,0,2021,2021,
,0,2022,2022,
,3,2023,2023,
,1,2024,2024,
,0,2025,2025,
,0,2026,2026,
,0,2027,2027,
,2,2028,2028,
,0,2029,2029,
,1,2030,2030,
,0,2031,2031,
,1,2032,2032,
,0,2033,2033,
,0,2034,2034,
,1,2035,2035,
,1,2036,2036,
,2,2037,2037,
,1,2038,2038,
,1,2039,2039,
,0,2040,2040,
,0,2041,2041,
,1,2042,2042,
,2,2043,2043,
,2,2044,2044,
,2,2045,2045,
,0,2046,2046,
,180,2047,2047,
